  BTCUSD_Yr1  ,  BTCUSD_Yr2  ,  BTCUSD_Yr3  ,  BTCUSD_Yr4  ,  BTCUSD_Yr5  ,  HashPrice_Yr1  ,  HashPrice_Yr2  ,  HashPrice_Yr3  ,  HashPrice_Yr4  ,  HashPrice_Yr5  
"102,904","277,172","557,283","357,771","701,310",42,30,29,17,55
"179,300","211,035","448,246","808,434","605,121",95,27,44,13,45
"53,476","290,012","340,923","903,462","750,679",52,37,11,18,52
"114,515","247,753","308,327","722,212","610,329",91,37,33,23,50
"154,313","447,786","559,183","1,060,215","480,241",101,47,47,32,56
"120,692","188,416","536,194","614,148","393,588",80,22,13,23,30
"86,354","217,309","385,991","809,237","656,522",60,26,25,31,33
"73,182","127,248","487,507","937,772","766,172",43,45,31,20,53
"207,430","268,063","397,493","840,529","648,914",35,23,21,8,76
"143,001","197,739","537,056","394,667","469,823",66,17,34,19,32
"133,005","277,880","160,931","1,206,545","357,331",56,50,38,23,64
"126,936","300,216","565,968","723,013","645,361",107,44,12,25,52
"182,245","325,525","332,189","959,750","870,412",91,54,32,17,56
"174,792","152,649","244,909","1,096,060","804,028",89,30,14,17,47
"208,196","78,516","570,908","298,084","879,963",83,35,25,23,36
"202,194","435,391","205,482","684,491","939,167",6,26,39,31,49
"182,343","216,515","382,266","309,230","723,643",75,45,33,20,28
"182,813","231,735","740,218","709,886","555,225",86,44,31,13,48
"100,562","196,394","548,943","593,342","730,144",90,26,28,29,40
"164,848","209,961","698,114","652,381","809,754",47,42,10,30,41
"204,655","407,413","550,944","612,241","244,182",54,35,31,18,28
"260,113","89,447","65,369","508,959","722,526",60,50,58,33,59
"167,427","389,762","396,336","1,230,781","457,419",93,41,38,17,30
"42,422","216,770","590,710","1,049,627","855,314",42,44,55,6,23
"192,893","341,442","361,123","295,101","685,440",72,39,44,29,39
"204,742","316,049","320,479","471,160","980,568",110,54,22,32,57
"154,238","354,267","388,856","676,882","918,457",32,43,56,17,52
"89,171","172,596","392,900","911,587","522,975",87,34,48,28,39
"134,298","377,828","389,211","1,058,687","631,505",48,47,16,14,45
"140,743","355,438","546,381","686,828","829,700",48,32,28,27,52
"163,830","260,843","554,415","937,918","269,293",58,40,25,14,62
"247,236","315,531","561,321","494,518","587,095",83,19,2,20,59
"220,222","172,786","370,419","1,092,364","390,445",59,33,43,11,52
"90,667","177,044","561,510","705,428","702,564",64,51,26,23,55
"170,521","348,220","364,625","659,079","385,001",35,40,12,30,47
"123,113","381,788","463,162","1,052,061","493,874",89,48,44,37,42
"168,007","266,725","660,743","648,359","726,099",58,29,24,26,59
"123,770","262,568","425,536","849,352","453,820",75,53,30,26,66
"140,405","352,913","440,278","641,859","464,157",23,43,14,22,40
"173,142","417,709","692,441","663,896","564,352",36,47,45,13,52
"161,488","249,587","596,802","573,486","579,008",74,26,48,20,69
"264,392","371,616","427,901","846,107","611,728",97,38,13,17,37
"244,151","250,836","246,151","884,252","398,542",68,19,33,12,40
"215,660","267,985","615,902","718,419","395,678",42,31,27,14,34
"185,991","219,470","517,441","898,165","637,698",95,27,42,21,33
"100,066","248,624","466,313","312,367","894,154",69,37,26,18,51
"63,510","193,421","558,765","1,102,696","556,177",62,25,19,22,67
"20,151","322,821","708,157","583,951","691,768",100,37,33,27,45
"188,244","228,151","188,806","819,018","713,691",27,46,42,6,41
"180,273","282,582","555,265","589,023","812,429",42,38,38,27,55
"194,398","288,708","178,881","991,706","637,422",67,21,27,19,41
"86,017","324,664","216,608","1,153,315","278,988",46,42,39,33,38
"98,808","337,535","550,545","1,113,935","647,364",89,34,39,20,50
"171,502","321,089","663,883","1,001,925","620,777",79,58,7,20,41
"203,574","247,105","525,090","422,495","254,896",79,42,32,21,50
"87,663","298,677","527,798","636,334","785,239",48,20,16,43,57
"118,915","127,211","372,978","979,335","359,710",60,39,19,18,54
"42,736","417,712","346,301","559,247","652,880",85,31,14,39,68
"204,337","181,214","705,383","631,702","502,745",68,42,37,16,30
"93,944","220,436","491,286","704,458","885,544",96,42,35,21,54
"160,013","239,682","659,912","639,983","504,432",28,32,22,26,68
"154,531","98,354","362,295","840,915","938,340",67,56,49,27,30
"143,054","282,328","285,645","782,136","332,288",61,46,19,9,22
"105,724","321,378","171,070","364,346","543,660",47,26,37,26,62
"94,781","318,107","657,543","594,918","646,832",66,33,23,12,36
"223,413","247,218","613,190","568,404","719,235",72,14,41,27,19
"122,483","343,482","446,686","948,835","874,557",71,37,25,16,57
"175,976","151,857","433,724","483,530","669,346",65,22,40,26,3
"234,495","246,202","409,911","663,412","484,694",51,56,14,13,21
"191,171","229,458","668,323","1,042,696","734,805",57,41,43,25,36
"205,792","269,417","167,061","572,958","494,385",70,22,55,28,56
"166,111","331,064","451,655","585,746","911,326",49,37,42,34,43
"140,424","320,829","500,913","712,540","783,382",66,26,22,22,77
"140,704","116,050","791,070","710,396","633,111",81,44,40,17,44
"72,135","252,996","387,677","604,170","656,247",79,44,49,13,45
"155,241","260,942","390,989","923,377","345,895",52,24,41,14,63
"197,228","264,472","640,463","647,377","529,521",56,38,37,24,34
"79,826","152,406","371,695","531,005","263,127",103,32,28,20,37
"150,788","249,463","333,673","807,507","689,925",78,55,30,20,64
"213,107","344,017","505,651","534,546","707,207",86,39,41,19,53
"152,612","372,516","380,662","876,277","474,226",39,47,33,18,72
"157,815","175,181","184,856","814,232","512,057",99,47,37,20,37
"186,263","209,579","502,051","646,388","808,441",64,35,24,22,65
"56,714","317,123","564,924","851,802","743,249",68,61,39,17,46
"164,680","77,300","411,826","1,049,569","770,662",91,42,44,17,36
"87,701","291,452","478,416","862,014","606,513",69,43,22,22,61
"119,244","285,900","415,720","768,323","712,318",87,26,32,25,74
"124,157","255,248","400,155","459,115","582,739",65,41,50,6,45
"112,721","170,636","391,095","550,704","390,951",58,24,24,19,51
"146,348","310,723","304,261","950,871","512,820",60,47,25,19,44
"116,167","378,270","519,272","425,296","583,572",68,34,19,22,54
"223,724","317,578","463,341","879,673","488,808",107,31,35,26,49
"99,681","131,876","467,088","777,540","694,385",85,31,22,17,50
"95,518","392,078","107,805","613,169","542,476",90,57,36,17,41
"156,551","192,021","532,154","541,469","598,609",42,49,36,30,69
"61,866","223,135","480,372","978,473","674,153",99,48,49,21,38
"177,155","242,412","398,542","901,126","469,445",72,40,22,33,37
"118,246","216,993","377,298","707,136","654,596",76,17,23,16,41
"131,317","285,236","394,247","408,418","477,631",51,45,32,24,44
"157,386","228,482","747,875","424,104","668,752",22,25,34,17,52
"71,272","369,787","572,595","947,819","880,310",64,38,33,26,64
"185,334","232,219","438,113","880,927","476,384",96,41,42,19,22
"161,867","247,359","765,634","483,949","870,140",56,23,15,26,58
"183,134","217,734","572,538","811,853","252,693",47,35,42,29,70
"191,624","223,048","486,884","561,220","749,129",59,47,32,25,18
"110,772","315,091","612,182","740,899","702,524",66,45,22,16,33
"168,677","225,825","494,288","633,754","558,346",49,44,55,24,47
"225,447","261,459","743,086","593,975","489,655",66,40,34,34,75
"209,665","221,465","516,713","447,326","210,422",74,43,38,21,62
"155,611","292,361","591,123","260,332","842,398",44,30,24,16,46
"165,157","222,388","379,649","490,302","617,253",42,15,24,17,52
"114,301","259,421","298,463","820,834","480,990",66,15,28,18,37
"133,947","287,106","334,105","509,228","89,500",61,38,35,12,60
"151,173","383,142","242,485","770,838","370,230",39,56,24,24,78
"108,712","233,991","508,353","1,033,533","694,261",59,23,36,18,63
"126,799","290,945","431,918","454,828","885,096",98,29,40,22,52
"186,244","301,307","653,529","244,697","506,434",67,38,19,20,27
"159,243","201,906","371,971","608,144","154,691",80,44,14,25,51
"174,097","400,512","444,045","558,055","541,534",60,55,46,27,59
"101,754","277,905","594,575","979,615","683,754",97,12,23,21,55
"181,605","184,095","649,554","531,909","488,362",74,38,40,27,59
"124,784","296,105","550,416","586,954","334,014",70,37,25,27,22
"125,650","352,190","457,479","1,202,649","519,812",81,39,40,38,37
"170,248","239,474","446,418","915,194","794,095",52,26,24,15,35
"153,439","280,310","499,171","1,020,797","635,946",80,6,33,31,63
"214,316","208,866","311,346","511,575","655,081",51,38,34,21,34
"183,606","379,060","553,690","624,302","899,613",57,24,35,28,53
"196,019","228,582","486,735","954,880","624,534",44,58,36,15,30
"157,876","237,679","277,644","740,192","659,838",68,70,29,24,47
"156,862","317,663","403,807","882,145","210,485",50,38,33,17,46
"213,882","230,968","292,410","774,374","556,033",49,38,33,31,83
"155,962","213,848","680,087","1,164,244","526,221",54,23,47,15,49
"175,584","409,123","732,657","802,648","498,473",68,41,38,19,69
"159,898","192,801","421,474","902,332","712,677",55,47,59,14,45
"161,329","213,694","434,687","881,366","537,660",59,36,51,29,51
"190,852","380,769","495,078","661,378","715,946",50,45,11,30,53
"59,234","270,188","501,128","1,045,757","562,149",37,22,41,35,60
"159,876","225,858","418,515","385,080","794,566",95,54,38,28,104
"175,715","134,086","505,852","628,775","803,543",59,41,40,29,29
"121,843","276,276","503,637","807,544","561,801",50,44,17,-2,65
"233,738","385,841","371,306","846,709","403,537",105,33,25,17,42
"197,071","256,567","307,465","400,579","500,913",90,21,35,12,60
"116,395","266,890","272,236","666,470","771,627",111,31,33,30,56
"79,201","251,893","548,790","1,203,590","760,298",40,49,32,22,55
"56,324","243,899","306,491","1,006,476","413,510",32,30,32,15,85
"191,328","141,771","478,659","950,146","696,453",81,53,45,18,31
"126,607","179,322","475,450","722,516","684,515",57,24,48,30,40
"171,925","289,169","487,907","879,650","999,051",92,23,24,17,50
"245,214","245,707","463,945","441,814","469,760",53,25,38,28,65
"197,152","452,032","665,243","618,215","768,352",43,45,41,32,44
"197,401","254,222","411,083","638,669","836,240",48,44,36,21,45
"211,870","253,291","718,981","842,993","521,917",43,44,50,34,21
"192,300","300,826","314,370","608,728","466,350",88,25,45,28,28
"130,621","305,866","513,991","66,741","631,892",65,33,42,23,53
"187,203","292,715","555,368","1,011,169","904,382",68,48,42,20,74
"222,304","328,779","599,130","1,047,343","842,308",46,16,36,20,69
"120,094","305,762","307,098","818,447","563,725",66,42,35,8,52
"183,908","367,023","387,579","926,791","555,268",87,45,51,26,42
"60,495","136,450","497,935","474,150","404,080",38,53,36,21,23
"103,242","194,179","346,490","681,130","1,044,507",70,45,28,16,57
"172,385","108,128","625,782","429,230","538,682",42,46,27,25,56
"213,642","447,241","612,880","113,674","265,589",93,44,7,13,61
"201,884","231,620","367,940","914,937","537,209",48,37,27,25,63
"130,091","222,312","411,844","1,102,477","508,947",58,33,12,22,51
"131,478","301,323","595,769","784,008","598,138",27,50,30,14,45
"225,732","224,027","398,450","663,673","503,548",36,60,10,11,43
"135,623","395,643","400,222","717,995","9,818",47,61,37,33,52
"131,077","342,644","266,308","606,217","463,136",82,37,29,24,33
"152,283","86,411","411,773","1,008,960","785,184",83,35,40,20,62
"135,059","150,228","328,861","723,618","166,284",49,28,40,31,65
"241,762","375,063","506,865","434,563","1,096,485",79,47,36,20,52
"153,182","331,061","391,095","949,233","606,098",59,69,20,29,43
"150,257","348,408","416,284","1,017,102","421,941",73,13,38,25,54
"233,100","357,890","766,835","252,410","74,684",71,36,42,25,60
"151,809","175,064","159,567","492,661","700,400",102,59,46,20,79
"217,433","147,944","372,222","818,234","510,753",74,36,28,22,63
"223,802","331,442","737,517","575,126","600,146",111,34,56,25,16
"169,153","221,542","489,887","1,008,892","893,100",44,37,37,27,40
"195,380","163,521","624,058","785,050","489,947",76,34,23,24,52
"123,341","254,433","527,603","1,019,231","447,880",77,29,53,11,25
"221,024","267,701","579,293","818,358","425,380",92,55,57,31,44
"117,611","392,460","305,646","826,696","445,204",46,36,34,18,33
"138,476","296,381","315,777","821,845","390,594",26,14,23,27,41
"84,662","292,947","102,448","1,086,999","720,221",56,34,35,18,67
"156,892","258,161","593,545","862,288","703,050",66,45,16,29,0
"189,515","238,993","355,466","457,361","391,575",70,15,48,22,58
"170,345","278,892","588,708","797,455","682,247",68,29,24,17,49
"207,292","319,194","398,696","533,117","346,889",90,57,27,17,51
"183,473","345,664","458,535","934,964","506,541",91,14,44,16,50
"200,152","370,696","700,762","958,398","573,459",33,10,42,21,47
"179,832","381,015","405,651","1,041,748","309,433",49,28,23,33,71
"51,776","306,893","493,811","580,201","538,634",74,48,44,36,50
"80,960","246,292","336,851","450,318","665,581",57,35,52,31,60
"140,457","235,436","465,897","726,758","538,228",66,28,41,14,67
"145,483","266,471","425,015","1,011,010","429,168",74,44,39,16,77
"34,476","170,776","357,243","858,220","603,046",91,33,57,18,40
"208,662","351,683","462,423","523,353","312,502",59,42,30,10,16
"166,723","352,472","556,214","1,005,836","350,297",64,43,24,17,54
"160,332","113,983","625,551","889,677","554,168",56,31,20,21,61
"251,803","247,962","423,620","805,597","755,825",69,36,30,17,50
"186,593","332,837","498,505","546,893","297,540",70,23,41,23,41
"154,675","309,397","460,198","602,084","628,542",55,32,26,12,51
"143,556","229,132","440,343","619,303","649,830",111,23,30,9,57
"178,924","285,067","435,225","201,458","239,048",36,44,47,19,31
"213,550","288,593","317,723","951,596","655,943",53,14,25,33,-5
"165,728","269,018","596,579","795,531","454,590",53,12,39,28,61
"109,651","215,530","412,829","704,240","790,016",57,20,16,24,59
"84,252","376,620","543,223","798,705","619,720",49,38,17,35,54
"198,288","198,699","335,977","865,725","520,646",106,46,8,33,54
"100,331","281,475","488,289","1,116,997","612,694",31,60,30,24,14
"168,259","286,602","448,250","567,875","796,498",83,24,49,20,59
"138,433","405,281","601,705","806,943","719,705",78,36,28,22,35
"137,870","145,633","211,725","514,022","524,635",58,45,42,14,47
"251,409","290,003","645,673","932,495","224,113",63,42,22,19,26
"130,790","167,661","348,154","631,364","230,860",47,40,22,29,15
"149,955","158,985","615,251","757,224","537,129",78,36,14,25,49
"251,480","209,993","295,088","923,115","447,951",75,46,44,39,63
"126,698","292,255","454,811","359,549","558,284",77,20,20,33,29
"135,881","356,051","405,090","1,039,437","823,736",67,41,15,21,35
"145,534","337,383","309,727","358,437","283,944",66,54,44,13,41
"141,307","265,178","424,252","543,311","517,197",63,22,24,15,57
"80,153","219,426","595,639","1,527,799","649,385",118,32,31,18,38
"91,613","417,177","408,330","592,855","805,491",62,29,21,26,47
"180,164","352,254","456,036","775,083","587,422",122,59,54,34,48
"294,991","240,914","317,440","869,019","690,134",66,46,28,25,44
"200,327","296,918","525,212","608,757","1,134,584",117,11,10,9,55
"133,165","271,590","663,195","964,045","378,456",104,40,45,31,41
"130,360","266,845","418,772","768,448","655,050",78,39,42,26,83
"179,074","208,291","336,069","569,668","859,252",79,19,26,22,42
"105,010","501,696","576,696","494,617","264,123",43,30,33,16,65
"154,869","330,911","488,932","1,131,373","409,614",86,44,29,14,20
"142,572","140,524","222,415","885,230","586,034",60,41,36,13,57
"231,580","444,910","669,382","464,132","774,712",50,22,31,24,51
"88,568","167,382","612,624","1,142,532","469,587",78,19,31,17,24
"124,528","291,470","522,104","642,817","427,493",90,41,58,22,54
"162,966","243,067","425,346","1,014,763","592,598",76,29,24,23,40
"163,512","304,056","335,796","636,898","690,219",50,13,23,13,56
"280,877","375,088","345,405","777,551","518,001",55,37,29,21,71
"90,181","431,676","588,822","1,213,549","810,451",92,40,57,10,65
"126,519","225,052","653,080","827,335","663,978",53,33,40,15,65
"61,318","300,897","149,870","772,450","332,731",98,22,16,10,55
"102,928","224,817","425,627","365,940","705,544",69,36,40,14,36
"133,203","281,946","371,936","235,436","785,579",69,36,43,31,51
"135,942","216,967","510,308","555,297","548,656",65,40,28,19,70
"54,699","328,902","381,718","829,222","941,328",68,30,31,17,40
"225,492","364,557","559,858","535,633","399,482",74,43,33,39,81
"111,019","334,507","168,061","584,901","949,015",109,12,33,29,55
"192,513","231,752","747,038","795,911","341,079",63,40,35,5,42
"169,212","233,115","520,118","540,485","785,815",15,51,15,22,37
"134,545","331,553","573,939","583,748","617,363",43,47,32,27,36
"121,539","182,021","253,250","594,135","581,348",56,16,50,8,18
"226,366","204,157","670,698","866,619","675,063",70,25,38,17,53
"182,618","159,473","374,244","345,484","368,840",43,25,-3,26,38
"188,645","297,907","595,078","586,573","296,793",76,37,23,11,47
"162,605","310,651","353,481","524,746","940,412",57,41,26,34,51
"188,899","244,614","761,202","917,712","786,028",69,48,29,23,47
"144,681","224,063","322,859","817,497","496,416",97,53,45,38,49
"158,887","382,271","404,625","421,717","595,584",45,42,52,27,51
"103,772","372,499","387,461","836,921","690,738",81,45,15,21,38
"163,412","216,906","420,510","255,624","443,459",16,39,53,25,58
"213,463","172,269","767,267","887,115","726,563",111,43,50,24,44
"110,718","248,158","377,158","752,996","673,211",77,47,51,29,64
"193,153","352,510","477,758","1,000,541","918,612",63,23,23,38,67
"215,213","-29,458","578,793","577,138","495,470",44,44,34,12,22
"138,229","316,815","388,346","648,066","72,846",80,25,40,19,39
"213,998","357,257","612,456","1,198,252","578,581",86,33,45,9,49
"137,548","225,079","252,378","894,084","554,297",92,37,26,25,50
"138,544","261,349","441,978","632,249","571,049",84,57,18,14,28
"165,956","360,552","334,684","957,992","533,403",79,54,48,29,67
"175,098","157,676","171,462","631,471","708,416",79,24,40,26,50
"263,069","112,774","513,119","700,881","440,155",89,33,40,9,55
"138,164","128,003","739,148","938,916","404,405",71,54,15,10,42
"157,679","261,026","522,385","596,668","937,324",84,50,27,33,47
"194,392","292,003","368,795","649,152","510,710",82,28,22,33,45
"220,462","132,686","482,910","825,162","663,651",107,19,12,26,70
"209,824","278,797","554,889","913,127","589,199",74,39,44,19,58
"115,287","441,409","380,693","563,602","132,695",37,23,41,15,47
"209,389","94,210","359,026","737,450","483,166",72,17,26,13,31
"176,675","251,689","291,584","589,108","730,413",104,35,28,11,69
"222,078","195,128","560,784","565,565","428,636",78,16,25,16,65
"104,682","219,545","380,389","879,718","537,156",74,46,18,14,55
"194,604","324,922","295,713","821,703","423,555",72,52,40,19,39
"56,628","233,473","578,580","413,558","535,450",47,42,36,20,46
"302,551","154,012","578,456","664,724","750,910",92,63,53,26,53
"190,537","276,220","231,056","931,792","247,996",75,42,43,23,44
"86,069","223,599","278,692","826,312","371,905",52,40,30,9,34
"90,761","314,616","635,887","973,790","563,254",95,15,35,20,23
"152,891","91,662","124,331","1,084,372","647,298",74,40,20,13,63
"152,415","159,671","461,530","622,254","858,228",97,43,30,20,27
"211,370","330,124","533,104","828,741","741,222",88,61,34,23,53
"134,988","316,627","332,965","671,598","490,963",82,41,13,30,57
"65,570","330,725","376,184","738,565","542,907",20,47,24,27,58
"149,704","274,904","545,771","784,358","694,984",103,24,43,27,59
"158,794","197,638","366,003","934,623","741,691",71,33,53,30,80
"97,135","283,432","468,071","937,702","560,759",88,48,26,19,30
"151,958","225,275","771,640","571,379","718,805",52,54,9,25,44
"144,122","244,942","486,534","833,296","643,250",81,42,41,14,35
"71,668","370,532","295,079","644,069","610,382",84,41,29,15,80
"130,824","195,481","494,132","656,315","431,529",102,32,36,25,62
"204,150","447,900","168,467","474,056","600,109",83,49,32,35,32
"99,377","247,812","559,338","972,914","701,044",69,42,20,19,40
"222,966","136,468","357,514","681,759","76,850",50,60,40,20,59
"17,698","311,112","399,549","607,836","185,855",78,22,38,22,30
"210,007","229,549","513,156","870,696","384,531",108,43,48,12,62
"182,040","135,286","385,628","753,566","89,128",113,10,21,17,61
"112,948","349,502","465,428","1,118,186","605,597",52,31,43,15,57
"153,812","235,197","572,461","1,051,850","521,350",82,37,18,12,67
"102,503","225,954","511,960","944,779","381,281",88,30,30,16,50
"134,971","212,420","606,137","751,976","357,975",56,27,48,24,37
"105,024","71,472","636,778","957,591","306,585",78,33,45,18,65
"186,488","227,112","461,695","536,165","729,178",84,14,30,15,79
"195,637","282,887","587,535","430,705","427,285",94,31,53,15,56
"288,695","291,048","499,133","466,043","1,104,877",89,30,27,23,57
"91,501","202,765","161,643","1,226,481","532,761",53,46,31,16,42
"82,796","162,577","303,843","803,225","687,032",77,46,22,16,49
"123,885","418,238","279,886","1,175,733","179,600",44,33,27,21,59
"128,741","311,190","360,103","1,032,936","549,378",28,18,50,25,30
"240,834","147,330","539,352","651,920","352,486",65,24,11,27,36
"66,487","346,859","537,787","590,292","876,786",126,27,31,21,28
"144,588","252,280","498,049","605,713","519,310",66,31,40,18,48
"122,465","394,201","551,526","703,141","503,121",66,32,17,6,33
"116,170","124,821","532,483","828,240","660,821",85,31,49,23,32
"195,321","324,716","476,189","688,614","590,855",47,22,47,11,66
"194,661","363,378","255,980","766,279","648,315",68,40,53,11,62
"190,325","177,690","695,099","609,712","661,314",53,19,39,16,45
"126,681","167,790","358,996","507,666","786,833",64,31,40,26,50
"186,745","425,227","442,083","1,002,611","179,053",59,58,19,15,53
"165,822","336,448","416,262","680,148","504,918",71,30,27,12,71
"96,463","301,035","695,194","557,312","440,675",81,32,56,28,51
"93,271","375,128","356,762","472,617","846,662",49,19,32,22,46
"68,667","142,841","164,761","900,302","264,004",38,38,47,25,54
"97,165","276,372","319,101","977,873","623,849",36,23,13,6,58
"200,861","235,688","574,930","692,519","521,369",102,42,35,8,67
"166,707","275,961","464,228","1,486,038","521,352",130,15,28,20,39
"205,705","193,915","407,061","221,611","440,541",67,28,49,20,60
"130,121","392,227","357,834","417,882","709,895",49,47,47,21,60
"168,002","332,689","393,464","1,095,260","740,553",72,60,38,20,36
"224,291","229,310","90,575","1,145,735","384,537",92,33,16,4,62
"254,703","336,786","624,646","879,188","461,928",75,22,33,25,31
"174,010","311,041","662,261","739,139","558,812",66,25,40,9,84
"244,501","181,470","250,840","652,278","858,091",122,41,48,26,36
"197,497","255,701","274,500","608,232","685,624",19,33,29,15,51
"177,578","159,390","488,936","908,302","470,139",45,55,26,17,63
"135,921","236,691","565,869","778,978","513,325",98,49,34,17,66
"145,947","192,458","152,404","948,555","631,934",70,18,49,23,29
"114,766","153,995","605,277","1,021,295","768,538",41,23,18,24,61
"153,763","466,264","177,776","855,580","679,812",12,36,43,31,83
"158,741","287,136","550,145","913,684","562,895",89,25,33,17,63
"144,877","377,612","530,374","687,522","262,772",69,30,20,19,7
"106,424","388,503","493,656","1,100,283","310,548",81,35,23,24,76
"139,631","215,038","366,342","492,348","313,752",92,47,36,13,63
"201,932","328,588","440,887","990,183","371,678",84,15,29,17,66
"166,593","365,880","611,720","943,119","495,219",80,47,8,16,39
"130,380","338,690","181,483","259,149","715,530",85,33,34,24,39
"170,815","241,960","559,347","1,107,855","615,720",82,27,12,20,59
"113,181","144,415","323,026","95,135","850,687",58,17,25,14,45
"163,867","397,926","354,241","1,042,809","534,049",58,39,23,19,37
"36,684","290,524","606,503","658,141","602,110",12,39,25,22,29
"213,446","246,380","630,926","976,745","469,305",74,57,27,24,48
"154,667","324,948","534,806","753,342","318,735",72,3,54,6,52
"156,130","242,567","700,354","651,003","574,994",82,17,33,14,44
"172,924","259,166","613,660","1,047,434","312,598",45,17,34,33,36
"212,756","145,920","589,865","663,861","315,734",37,30,25,17,44
"146,918","252,615","567,775","814,266","535,844",101,38,14,20,42
"117,133","456,464","546,974","911,427","737,811",62,33,17,27,56
"75,215","144,441","544,983","770,728","645,223",123,32,26,8,38
"103,653","280,267","521,923","546,237","608,617",45,7,52,20,82
"169,442","251,105","562,603","951,406","362,266",85,49,30,10,60
"120,673","314,149","862,336","1,061,192","428,037",82,0,36,13,31
"169,570","271,647","521,237","889,082","771,032",66,51,24,19,75
"193,749","243,920","448,884","785,804","527,968",82,60,38,21,21
"142,832","250,118","438,765","660,073","378,229",64,65,2,16,65
"117,791","385,303","536,441","1,064,706","734,945",116,25,31,19,53
"162,670","224,178","558,120","873,938","671,741",35,21,33,19,60
"168,177","307,828","330,467","520,791","462,061",42,45,31,14,45
"94,066","282,261","598,304","720,010","689,058",42,42,38,15,34
"154,204","228,351","407,110","507,756","1,064,425",73,42,24,18,44
"113,148","263,478","354,905","591,321","-55,865",67,36,25,22,76
"216,204","153,623","548,983","1,070,807","286,272",101,51,49,13,74
"188,622","204,212","518,852","170,433","968,710",77,43,10,22,62
"125,032","163,281","556,615","646,374","544,863",69,30,25,32,51
"73,078","89,325","457,885","177,209","534,094",76,30,59,26,29
"98,483","327,735","620,692","1,155,515","694,996",42,37,48,28,64
"223,215","169,866","425,884","933,615","941,994",60,46,30,12,77
"148,234","245,021","636,267","918,348","925,252",3,34,35,20,35
"69,840","265,045","246,865","740,569","359,139",15,38,24,13,22
"164,960","318,045","561,785","781,787","642,185",40,32,42,24,78
"181,490","272,050","549,411","515,524","361,697",27,45,31,17,58
"91,012","287,829","282,692","523,036","431,976",92,27,32,13,40
"145,806","307,136","316,935","785,520","903,501",62,34,21,20,42
"72,743","434,526","734,577","881,949","125,092",68,48,22,11,79
"152,520","376,510","566,391","292,557","505,183",42,40,19,14,21
"55,122","477,975","353,528","1,025,935","606,438",65,44,33,25,62
"158,206","187,262","364,261","757,780","445,166",30,16,21,13,71
"207,774","327,409","197,177","631,369","560,354",94,38,45,21,50
"69,373","345,534","304,207","998,313","298,852",115,22,30,28,56
"91,086","202,689","434,316","668,545","586,492",64,54,32,20,56
"110,314","266,445","260,880","950,365","522,165",109,42,27,27,72
"295,284","283,916","390,523","511,994","350,734",61,34,40,13,44
"189,948","217,259","280,117","760,723","719,542",55,13,36,29,49
"174,011","230,860","458,715","222,113","602,277",112,23,46,15,68
"116,852","185,321","506,370","811,026","597,984",76,35,26,15,39
"149,131","325,991","589,917","811,295","668,843",78,13,37,20,78
"97,491","217,972","597,100","856,882","248,747",72,33,38,21,45
"192,712","171,445","-28,878","676,415","551,134",91,52,23,21,34
"126,782","243,668","277,241","1,334,564","633,116",71,17,25,19,34
"210,930","302,897","491,204","531,478","687,690",36,44,48,11,49
"116,404","447,770","317,944","828,053","921,839",64,29,19,31,68
"161,182","121,360","407,868","676,236","762,117",42,28,36,21,49
"116,447","313,099","535,544","882,718","695,638",56,44,26,7,46
"284,758","277,884","330,088","645,676","630,830",98,35,27,25,69
"158,586","198,456","589,951","1,028,249","754,231",20,33,22,12,68
"145,044","318,878","719,650","761,648","327,797",55,1,22,14,48
"124,093","352,601","376,343","767,090","470,767",36,32,12,6,77
"253,852","262,439","589,226","834,686","540,772",96,20,23,28,55
"171,833","324,806","509,200","700,567","433,714",82,53,32,29,62
"241,689","160,340","395,761","536,129","590,491",109,56,29,29,73
"144,967","387,222","688,487","976,987","393,088",121,30,29,17,51
"49,248","326,412","613,084","617,660","830,226",45,38,53,20,50
"184,666","449,300","25,840","576,962","344,110",30,39,31,29,23
"165,222","353,715","401,737","923,923","434,872",78,22,21,20,51
"138,657","246,269","644,619","857,167","603,774",86,36,27,25,77
"202,274","177,735","476,757","864,208","394,177",63,39,41,10,47
"132,399","375,238","475,603","788,982","321,435",29,40,6,19,54
"149,744","245,633","734,298","478,043","596,095",44,40,26,16,48
"45,279","203,315","111,029","544,747","845,221",101,47,63,23,74
"144,448","216,094","363,374","1,007,375","548,918",45,39,16,29,72
"214,578","236,935","472,794","529,563","306,488",50,37,59,17,38
"149,151","377,290","491,649","714,754","374,157",45,23,35,20,47
"130,600","202,304","627,410","744,139","667,941",49,45,28,24,44
"91,665","140,582","329,449","892,818","479,028",53,49,23,16,56
"164,171","251,890","426,578","839,619","607,368",93,54,47,27,43
"146,963","287,757","67,080","553,345","451,619",56,28,40,18,61
"226,358","245,587","377,568","988,470","729,108",48,2,25,13,62
"183,000","326,172","537,949","868,385","737,130",72,37,31,22,11
"288,698","345,686","483,604","891,330","272,156",46,51,35,34,42
"13,163","381,887","298,230","1,069,494","677,709",75,32,47,13,33
"233,393","313,753","292,929","782,342","610,042",64,38,30,12,64
"33,335","145,640","518,061","395,416","412,963",83,36,13,21,57
"142,368","310,603","196,184","369,686","519,853",85,48,38,14,42
"268,749","239,629","706,034","301,569","782,889",62,33,52,5,68
"187,774","350,595","766,386","990,313","504,403",63,14,54,30,66
